"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","TAXENV","MOTORVEH","PC_GDP","A","2015",0.32322063918433,
"DEU","TAXENV","MOTORVEH","PC_GDP","A","2016",0.31902699647916,
"GRC","TAXENV","ENRG","PC_GDP","A","2015",2.3237218616498,
"HUN","TAXENV","ENRG","PC_GDP","A","2015",2.111075816889,
"HUN","TAXENV","ENRG","PC_GDP","A","2016",2.2299795611502,
"HUN","TAXENV","OTH","PC_GDP","A","2015",0.09823107794481,
"HUN","TAXENV","OTH","PC_GDP","A","2016",0.09833618540761,
"HUN","TAXENV","TOT","PC_GDP","A","2015",2.5801600751383,
"HUN","TAXENV","TOT","PC_GDP","A","2016",2.6961808955637,
"HUN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.37085301691871,
"HUN","TAXENV","MOTORVEH","PC_GDP","A","2016",0.36786512246564,
"ISL","TAXENV","ENRG","PC_GDP","A","2015",1.1577275330714,
"ISL","TAXENV","ENRG","PC_GDP","A","2016",1.1172494282481,
"ISL","TAXENV","OTH","PC_GDP","A","2015",0.06201334107413,"E"
"ISL","TAXENV","OTH","PC_GDP","A","2016",0.07010050051817,
"ISL","TAXENV","TOT","PC_GDP","A","2015",1.9063624775573,
"ISL","TAXENV","TOT","PC_GDP","A","2016",1.9077502792906,
"ISL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.68662150431747,
"ISL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.72040160109072,"E"
"IRL","TAXENV","ENRG","PC_GDP","A","2015",1.1775856379705,
"IRL","TAXENV","ENRG","PC_GDP","A","2016",1.1161365344537,
"IRL","TAXENV","OTH","PC_GDP","A","2015",0.01118658804264,"E"
"IRL","TAXENV","OTH","PC_GDP","A","2016",0.01382047699087,
"IRL","TAXENV","TOT","PC_GDP","A","2015",1.635522238565,
"IRL","TAXENV","TOT","PC_GDP","A","2016",1.5283798673684,
"IRL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.44674991583691,
"IRL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.398422742683,
"ITA","TAXENV","ENRG","PC_GDP","A","2015",2.7572542744551,
"ITA","TAXENV","ENRG","PC_GDP","A","2016",2.8332225243614,
"ITA","TAXENV","OTH","PC_GDP","A","2015",0.07741529636609,
"ITA","TAXENV","OTH","PC_GDP","A","2016",0.07806338611187,
"ITA","TAXENV","TOT","PC_GDP","A","2015",3.4267588454056,
"ITA","TAXENV","TOT","PC_GDP","A","2016",3.5350443514412,
"ITA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.59208929873689,
"ITA","TAXENV","MOTORVEH","PC_GDP","A","2016",0.62375844360325,
"JPN","TAXENV","ENRG","PC_GDP","A","2015",0.88039588433925,"E"
"JPN","TAXENV","ENRG","PC_GDP","A","2016",0.87915883484346,"E"
"JPN","TAXENV","OTH","PC_GDP","A","2015",0.00061486456396,
"JPN","TAXENV","OTH","PC_GDP","A","2016",0.00061715406781,
"JPN","TAXENV","TOT","PC_GDP","A","2015",1.3564978870323,
"JPN","TAXENV","TOT","PC_GDP","A","2016",1.3535326536585,
"JPN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.47548713664552,
"JPN","TAXENV","MOTORVEH","PC_GDP","A","2016",0.47375667222853,
"LUX","TAXENV","ENRG","PC_GDP","A","2015",1.6871512461442,
"LUX","TAXENV","ENRG","PC_GDP","A","2016",1.6186371678299,
"LUX","TAXENV","OTH","PC_GDP","A","2015",0.0308302642383,
"LUX","TAXENV","OTH","PC_GDP","A","2016",0.02863514950613,
"LUX","TAXENV","TOT","PC_GDP","A","2015",1.8513054979271,
"LUX","TAXENV","TOT","PC_GDP","A","2016",1.7749262834564,
"LUX","TAXENV","MOTORVEH","PC_GDP","A","2015",0.13332428761729,
"LUX","TAXENV","MOTORVEH","PC_GDP","A","2016",0.12765396063502,
"MEX","TAXENV","ENRG","PC_GDP","A","2015",1.1873370531088,
"MEX","TAXENV","ENRG","PC_GDP","A","2016",1.3794502180176,
"MEX","TAXENV","OTH","PC_GDP","A","2015",0.03546819995845,"E"
"MEX","TAXENV","OTH","PC_GDP","A","2016",0.03559426964811,"E"
"MEX","TAXENV","TOT","PC_GDP","A","2015",1.4105828619958,
"MEX","TAXENV","TOT","PC_GDP","A","2016",1.6065448003607,
"MEX","TAXENV","MOTORVEH","PC_GDP","A","2015",0.18777760660594,
"MEX","TAXENV","MOTORVEH","PC_GDP","A","2016",0.19150030270287,
"NLD","TAXENV","ENRG","PC_GDP","A","2015",1.9493058227554,
"NLD","TAXENV","ENRG","PC_GDP","A","2016",1.9683305063576,
"NLD","TAXENV","OTH","PC_GDP","A","2015",0.46998575992819,
"NLD","TAXENV","OTH","PC_GDP","A","2016",0.47481426471728,"E"
"NLD","TAXENV","TOT","PC_GDP","A","2015",3.4676650014035,
"NLD","TAXENV","TOT","PC_GDP","A","2016",3.4842522862523,"E"
"NLD","TAXENV","MOTORVEH","PC_GDP","A","2015",1.0483733986859,
"NLD","TAXENV","MOTORVEH","PC_GDP","A","2016",1.041107518644,
"NZL","TAXENV","ENRG","PC_GDP","A","2015",0.76387704551447,"E"
"NZL","TAXENV","ENRG","PC_GDP","A","2016",0.71563737838932,"E"
"NZL","TAXENV","OTH","PC_GDP","A","2015",0.01194569638126,"E"
"NZL","TAXENV","OTH","PC_GDP","A","2016",0.01168339270553,"E"
"NZL","TAXENV","TOT","PC_GDP","A","2015",1.3974471894974,"E"
"NZL","TAXENV","TOT","PC_GDP","A","2016",1.3362511039636,"E"
"NZL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.62162443244672,
"NZL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.60893038788859,
"NOR","TAXENV","ENRG","PC_GDP","A","2015",1.220608156799,
"NOR","TAXENV","ENRG","PC_GDP","A","2016",1.2632733202152,
"NOR","TAXENV","OTH","PC_GDP","A","2015",0.07921414182439,"E"
"NOR","TAXENV","OTH","PC_GDP","A","2016",0.0859415182084,"E"
"NOR","TAXENV","TOT","PC_GDP","A","2015",2.2143803345769,"E"
"NOR","TAXENV","TOT","PC_GDP","A","2016",2.2746316958757,"E"
"NOR","TAXENV","MOTORVEH","PC_GDP","A","2015",0.91455813997467,
"NOR","TAXENV","MOTORVEH","PC_GDP","A","2016",0.92541695987633,
"POL","TAXENV","ENRG","PC_GDP","A","2015",1.8235493322704,
"POL","TAXENV","ENRG","PC_GDP","A","2016",1.8249709567957,
"POL","TAXENV","OTH","PC_GDP","A","2015",0.08632912639412,
"POL","TAXENV","OTH","PC_GDP","A","2016",0.06873940327051,
"POL","TAXENV","TOT","PC_GDP","A","2015",2.0151696130134,
"POL","TAXENV","TOT","PC_GDP","A","2016",2.0173875133833,
"POL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.10529111926262,
"POL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.12367714074846,
"PRT","TAXENV","ENRG","PC_GDP","A","2015",1.7716248206554,
"PRT","TAXENV","ENRG","PC_GDP","A","2016",1.8948615336941,
"PRT","TAXENV","OTH","PC_GDP","A","2015",0.01847307772094,
"PRT","TAXENV","OTH","PC_GDP","A","2016",0.01720914449279,"E"
"PRT","TAXENV","TOT","PC_GDP","A","2015",2.414572423045,
"PRT","TAXENV","TOT","PC_GDP","A","2016",2.5857529790983,
"PRT","TAXENV","MOTORVEH","PC_GDP","A","2015",0.62447467385953,
"PRT","TAXENV","MOTORVEH","PC_GDP","A","2016",0.67368226165031,
"SVK","TAXENV","ENRG","PC_GDP","A","2015",1.5522804052405,
"SVK","TAXENV","ENRG","PC_GDP","A","2016",1.5966625353302,
"SVK","TAXENV","OTH","PC_GDP","A","2015",0.22806073667716,
"SVK","TAXENV","OTH","PC_GDP","A","2016",0.21559794509537,
"SVK","TAXENV","TOT","PC_GDP","A","2015",1.9604504195345,
"SVK","TAXENV","TOT","PC_GDP","A","2016",1.9910566975926,
"SVK","TAXENV","MOTORVEH","PC_GDP","A","2015",0.18010952981854,
"SVK","TAXENV","MOTORVEH","PC_GDP","A","2016",0.17879594734239,
"ESP","TAXENV","ENRG","PC_GDP","A","2015",1.6081617762862,
"ESP","TAXENV","ENRG","PC_GDP","A","2016",1.5263892284289,
"ESP","TAXENV","OTH","PC_GDP","A","2015",0.08046310982036,"E"
"ESP","TAXENV","OTH","PC_GDP","A","2016",0.07903287606925,"E"
"ESP","TAXENV","TOT","PC_GDP","A","2015",1.9266808807355,"E"
"ESP","TAXENV","TOT","PC_GDP","A","2016",1.8379610940105,"E"
"ESP","TAXENV","MOTORVEH","PC_GDP","A","2015",0.23805599347065,
"ESP","TAXENV","MOTORVEH","PC_GDP","A","2016",0.23253900211701,
"SWE","TAXENV","ENRG","PC_GDP","A","2015",1.736557890933,
"SWE","TAXENV","ENRG","PC_GDP","A","2016",1.7499765055438,
"SWE","TAXENV","OTH","PC_GDP","A","2015",0.0287151773021,
"SWE","TAXENV","OTH","PC_GDP","A","2016",0.02767427977896,
"SWE","TAXENV","TOT","PC_GDP","A","2015",2.2117880192032,
"SWE","TAXENV","TOT","PC_GDP","A","2016",2.2248446161059,
"SWE","TAXENV","MOTORVEH","PC_GDP","A","2015",0.44651488528741,
"SWE","TAXENV","MOTORVEH","PC_GDP","A","2016",0.44719376783728,
"CHE","TAXENV","ENRG","PC_GDP","A","2015",0.85895103442561,"E"
"CHE","TAXENV","ENRG","PC_GDP","A","2016",0.86746830983642,"E"
"CHE","TAXENV","OTH","PC_GDP","A","2015",0.01283738568155,"E"
"CHE","TAXENV","OTH","PC_GDP","A","2016",0.01295648222966,"E"
"CHE","TAXENV","TOT","PC_GDP","A","2015",1.551513880346,"E"
"CHE","TAXENV","TOT","PC_GDP","A","2016",1.5625962539328,"E"
"CHE","TAXENV","MOTORVEH","PC_GDP","A","2015",0.67972538478626,
"CHE","TAXENV","MOTORVEH","PC_GDP","A","2016",0.6821715667674,"E"
"TUR","TAXENV","ENRG","PC_GDP","A","2015",2.1734594957513,
"TUR","TAXENV","ENRG","PC_GDP","A","2016",2.1581686503172,
"TUR","TAXENV","OTH","PC_GDP","A","2015",0,
"TUR","TAXENV","OTH","PC_GDP","A","2016",0,
"TUR","TAXENV","TOT","PC_GDP","A","2015",3.3163991178964,
"TUR","TAXENV","TOT","PC_GDP","A","2016",3.2791140563234,
"TUR","TAXENV","MOTORVEH","PC_GDP","A","2015",1.1429396221451,
"TUR","TAXENV","MOTORVEH","PC_GDP","A","2016",1.1209454060061,
"GBR","TAXENV","ENRG","PC_GDP","A","2015",1.8034832031571,
"GBR","TAXENV","ENRG","PC_GDP","A","2016",1.8044635333959,
"GBR","TAXENV","OTH","PC_GDP","A","2015",0.07582786827844,"E"
"GBR","TAXENV","OTH","PC_GDP","A","2016",0.07374557344322,"E"
"GBR","TAXENV","TOT","PC_GDP","A","2015",2.4473305776164,
"GBR","TAXENV","TOT","PC_GDP","A","2016",2.4338756133145,
"GBR","TAXENV","MOTORVEH","PC_GDP","A","2015",0.56801952521887,
"GBR","TAXENV","MOTORVEH","PC_GDP","A","2016",0.55566650964838,"E"
"USA","TAXENV","ENRG","PC_GDP","A","2015",0.44747388338484,
"USA","TAXENV","ENRG","PC_GDP","A","2016",0.43917678375906,
"USA","TAXENV","OTH","PC_GDP","A","2015",0.01498340519935,
"USA","TAXENV","OTH","PC_GDP","A","2016",0.01454497217784,
"USA","TAXENV","TOT","PC_GDP","A","2015",0.6777410877615,
"USA","TAXENV","TOT","PC_GDP","A","2016",0.66497675285376,
"USA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.21528380036876,
"USA","TAXENV","MOTORVEH","PC_GDP","A","2016",0.21125499890061,
"ARG","TAXENV","ENRG","PC_GDP","A","2015",0.95988452482478,
"ARG","TAXENV","OTH","PC_GDP","A","2015",0,"E"
"ARG","TAXENV","TOT","PC_GDP","A","2015",1.2459701493082,
"ARG","TAXENV","TOT","PC_GDP","A","2016",1.2163938860922,"E"
"ARG","TAXENV","MOTORVEH","PC_GDP","A","2015",0.2860856244834,
"ARG","TAXENV","MOTORVEH","PC_GDP","A","2016",0.2813812665223,
"BOL","TAXENV","ENRG","PC_GDP","A","2015",1.3137226243867,
"BOL","TAXENV","ENRG","PC_GDP","A","2016",1.421248865336,
"BOL","TAXENV","OTH","PC_GDP","A","2015",0,
"BOL","TAXENV","OTH","PC_GDP","A","2016",0,
"BOL","TAXENV","TOT","PC_GDP","A","2015",1.3585848704976,
"BOL","TAXENV","TOT","PC_GDP","A","2016",1.470794094207,
"BOL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.04486224611091,
"BOL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.04954522887095,
"BRA","TAXENV","ENRG","PC_GDP","A","2015",0.05471145740776,
"BRA","TAXENV","ENRG","PC_GDP","A","2016",0.09628217744332,
"BGR","TAXENV","ENRG","PC_GDP","A","2015",2.552326638972,
"BGR","TAXENV","ENRG","PC_GDP","A","2016",2.380203760733,
"BGR","TAXENV","OTH","PC_GDP","A","2015",0.0676349048549,
"BGR","TAXENV","OTH","PC_GDP","A","2016",0.06790694030724,
"BGR","TAXENV","TOT","PC_GDP","A","2015",2.9057057087735,
"BGR","TAXENV","TOT","PC_GDP","A","2016",2.7723986652655,
"BGR","TAXENV","MOTORVEH","PC_GDP","A","2015",0.28574453621682,
"BGR","TAXENV","MOTORVEH","PC_GDP","A","2016",0.32428769033937,
"CMR","TAXENV","ENRG","PC_GDP","A","2015",0.56751727884086,
"CMR","TAXENV","OTH","PC_GDP","A","2015",0,
"CMR","TAXENV","TOT","PC_GDP","A","2015",0.62084840275203,
"CMR","TAXENV","MOTORVEH","PC_GDP","A","2015",0.05333112391118,
"CHL","TAXENV","ENRG","PC_GDP","A","2015",0.86994071035876,"E"
"CHL","TAXENV","ENRG","PC_GDP","A","2016",0.88753525923145,"E"
"CHL","TAXENV","OTH","PC_GDP","A","2015",0.0648891479274,
"CHL","TAXENV","OTH","PC_GDP","A","2016",0.06303281165819,
"CHL","TAXENV","TOT","PC_GDP","A","2015",1.2056111864089,
"CHL","TAXENV","TOT","PC_GDP","A","2016",1.2339599365886,
"CHL","TAXENV","MOTORVEH","PC_GDP","A","2015",0.27078128483582,
"CHL","TAXENV","MOTORVEH","PC_GDP","A","2016",0.28339175341708,
"CHN","TAXENV","TOT","PC_GDP","A","2015",0.70043347169952,
"CHN","TAXENV","MOTORVEH","PC_GDP","A","2015",0.49420895569505,
"CRI","TAXENV","ENRG","PC_GDP","A","2015",1.5635440525865,
"CRI","TAXENV","ENRG","PC_GDP","A","2016",1.5224911942944,
"CRI","TAXENV","OTH","PC_GDP","A","2015",0.00550213323566,
"CRI","TAXENV","OTH","PC_GDP","A","2016",0.00527703892568,
"CRI","TAXENV","TOT","PC_GDP","A","2015",2.2661616334695,
"CRI","TAXENV","TOT","PC_GDP","A","2016",2.2456636023783,
"CRI","TAXENV","MOTORVEH","PC_GDP","A","2015",0.69711578769756,
"CRI","TAXENV","MOTORVEH","PC_GDP","A","2016",0.71789508465651,
"CIV","TAXENV","ENRG","PC_GDP","A","2015",0.00053740728194,
"CIV","TAXENV","OTH","PC_GDP","A","2015",0.00720637020849,
"CIV","TAXENV","TOT","PC_GDP","A","2015",0.11280139550832,
"CIV","TAXENV","MOTORVEH","PC_GDP","A","2015",0.10505747823038,
"HRV","TAXENV","ENRG","PC_GDP","A","2015",0.90965067719545,
"HRV","TAXENV","ENRG","PC_GDP","A","2016",0.98819160903802,
"HRV","TAXENV","OTH","PC_GDP","A","2015",0.01555524705531,
"HRV","TAXENV","OTH","PC_GDP","A","2016",0.01666214814487,
"HRV","TAXENV","TOT","PC_GDP","A","2015",1.7075448244855,
"HRV","TAXENV","TOT","PC_GDP","A","2016",1.793888411947,
"HRV","TAXENV","MOTORVEH","PC_GDP","A","2015",0.78233877735671,
"HRV","TAXENV","MOTORVEH","PC_GDP","A","2016",0.78903446618327,
"CYP","TAXENV","ENRG","PC_GDP","A","2015",2.2788855110361,
"CYP","TAXENV","ENRG","PC_GDP","A","2016",2.2657542637396,
"CYP","TAXENV","OTH","PC_GDP","A","2015",0.00507128688107,
"CYP","TAXENV","OTH","PC_GDP","A","2016",0.00603652246145,
"CYP","TAXENV","TOT","PC_GDP","A","2015",2.9608822716827,
"CYP","TAXENV","TOT","PC_GDP","A","2016",2.9452609965042,
"CYP","TAXENV","MOTORVEH","PC_GDP","A","2015",0.67692405732926,
"CYP","TAXENV","MOTORVEH","PC_GDP","A","2016",0.67346911208182,
"COD","TAXENV","ENRG","PC_GDP","A","2015",0.30065843903502,
"COD","TAXENV","OTH","PC_GDP","A","2015",0.43872595462649,
"COD","TAXENV","TOT","PC_GDP","A","2015",0.74361951907052,
"COD","TAXENV","MOTORVEH","PC_GDP","A","2015",0.00423568151627,
"DOM","TAXENV","ENRG","PC_GDP","A","2015",0.96924458046015,
"DOM","TAXENV","ENRG","PC_GDP","A","2016",0.98237796472835,
"DOM","TAXENV","OTH","PC_GDP","A","2015",0.01665157591922,
"DOM","TAXENV","OTH","PC_GDP","A","2016",0.02003685444703,
"DOM","TAXENV","TOT","PC_GDP","A","2015",1.4410663203373,
"DOM","TAXENV","TOT","PC_GDP","A","2016",1.504965120517,
"DOM","TAXENV","MOTORVEH","PC_GDP","A","2015",0.45517019612919,
"DOM","TAXENV","MOTORVEH","PC_GDP","A","2016",0.50255039703055,
"ECU","TAXENV","ENRG","PC_GDP","A","2015",0,
"ECU","TAXENV","ENRG","PC_GDP","A","2016",0,
"ECU","TAXENV","OTH","PC_GDP","A","2015",0,
"ECU","TAXENV","OTH","PC_GDP","A","2016",0.02864105499233,
"ECU","TAXENV","TOT","PC_GDP","A","2015",1.6979176829931,
"ECU","TAXENV","TOT","PC_GDP","A","2016",1.5369038973253,
"ECU","TAXENV","MOTORVEH","PC_GDP","A","2015",1.6979176829931,
"ECU","TAXENV","MOTORVEH","PC_GDP","A","2016",1.5082629269581,
"SLV","TAXENV","ENRG","PC_GDP","A","2015",0.02742312092606,
"SLV","TAXENV","ENRG","PC_GDP","A","2016",0.03337241026313,
"SLV","TAXENV","OTH","PC_GDP","A","2015",0,
"SLV","TAXENV","OTH","PC_GDP","A","2016",0,
"SLV","TAXENV","TOT","PC_GDP","A","2015",0.48898128919112,
"SLV","TAXENV","TOT","PC_GDP","A","2016",0.51558503357518,
"SLV","TAXENV","MOTORVEH","PC_GDP","A","2015",0.46155816826505,
"SLV","TAXENV","MOTORVEH","PC_GDP","A","2016",0.48221262331205,
"EST","TAXENV","ENRG","PC_GDP","A","2015",2.3836497959578,"E"
"EST","TAXENV","ENRG","PC_GDP","A","2016",2.658676839737,"E"
"EST","TAXENV","OTH","PC_GDP","A","2015",0.08812760408954,"E"
"EST","TAXENV","OTH","PC_GDP","A","2016",0.14706835272022,
"EST","TAXENV","TOT","PC_GDP","A","2015",2.5397645674091,"E"
"EST","TAXENV","TOT","PC_GDP","A","2016",2.8759938439664,
"EST","TAXENV","MOTORVEH","PC_GDP","A","2015",0.06798781331248,
"EST","TAXENV","MOTORVEH","PC_GDP","A","2016",0.07024805687837,"E"
"GHA","TAXENV","ENRG","PC_GDP","A","2015",1.5784122313492,
"GHA","TAXENV","OTH","PC_GDP","A","2015",0,
"GHA","TAXENV","TOT","PC_GDP","A","2015",1.7495309044263,
"GHA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.17111867307708,
"GTM","TAXENV","ENRG","PC_GDP","A","2015",0.59390137398172,
"GTM","TAXENV","ENRG","PC_GDP","A","2016",0.61247280627324,
"GTM","TAXENV","OTH","PC_GDP","A","2015",0,
"GTM","TAXENV","OTH","PC_GDP","A","2016",0,
"GTM","TAXENV","TOT","PC_GDP","A","2015",0.92803491691521,
"GTM","TAXENV","TOT","PC_GDP","A","2016",0.94783018903644,
"GTM","TAXENV","MOTORVEH","PC_GDP","A","2015",0.33413354293349,
"GTM","TAXENV","MOTORVEH","PC_GDP","A","2016",0.33535738276321,
"HND","TAXENV","ENRG","PC_GDP","A","2015",2.245163139846,
"HND","TAXENV","ENRG","PC_GDP","A","2016",2.353615807213,
"HND","TAXENV","OTH","PC_GDP","A","2015",0.01827993587392,
"HND","TAXENV","OTH","PC_GDP","A","2016",0.01191081471488,
"HND","TAXENV","TOT","PC_GDP","A","2015",2.2634430374661,
"HND","TAXENV","TOT","PC_GDP","A","2016",2.3655267974811,
"HND","TAXENV","MOTORVEH","PC_GDP","A","2015",0,
"HND","TAXENV","MOTORVEH","PC_GDP","A","2016",0,
"JAM","TAXENV","ENRG","PC_GDP","A","2015",0,
"JAM","TAXENV","ENRG","PC_GDP","A","2016",0,
"JAM","TAXENV","OTH","PC_GDP","A","2015",0.1426109249768,
"JAM","TAXENV","OTH","PC_GDP","A","2016",0.17519767333183,
"JAM","TAXENV","TOT","PC_GDP","A","2015",0.91926624279422,
"JAM","TAXENV","TOT","PC_GDP","A","2016",1.0713360889411,
"JAM","TAXENV","MOTORVEH","PC_GDP","A","2015",0.7766532153683,
"JAM","TAXENV","MOTORVEH","PC_GDP","A","2016",0.8961398692153,
"KAZ","TAXENV","ENRG","PC_GDP","A","2015",1.1891117648158,
"KAZ","TAXENV","OTH","PC_GDP","A","2015",0.45868169893996,
"KAZ","TAXENV","TOT","PC_GDP","A","2015",1.7534798946796,
"KAZ","TAXENV","MOTORVEH","PC_GDP","A","2015",0.10568648514666,
"KEN","TAXENV","ENRG","PC_GDP","A","2015",0.86075817728837,
"KEN","TAXENV","OTH","PC_GDP","A","2015",0.00754139469749,
"KEN","TAXENV","TOT","PC_GDP","A","2015",1.9428715102206,
"KEN","TAXENV","MOTORVEH","PC_GDP","A","2015",1.0745722757072,
"LVA","TAXENV","ENRG","PC_GDP","A","2015",3.1428159644084,
"LVA","TAXENV","ENRG","PC_GDP","A","2016",3.1502610042646,
"LVA","TAXENV","OTH","PC_GDP","A","2015",0.16932252280416,
"LVA","TAXENV","OTH","PC_GDP","A","2016",0.13614251425511,
"LVA","TAXENV","TOT","PC_GDP","A","2015",3.8391677298601,
"LVA","TAXENV","TOT","PC_GDP","A","2016",3.8240360886671,
"LVA","TAXENV","MOTORVEH","PC_GDP","A","2015",0.52702835842676,
"LVA","TAXENV","MOTORVEH","PC_GDP","A","2016",0.53763161367555,
"LTU","TAXENV","ENRG","PC_GDP","A","2015",1.6644225206359,
"LTU","TAXENV","ENRG","PC_GDP","A","2016",1.7514562909545,
"LTU","TAXENV","OTH","PC_GDP","A","2015",0.09848354282803,"E"
"LTU","TAXENV","OTH","PC_GDP","A","2016",0.09572936771155,"E"
"LTU","TAXENV","TOT","PC_GDP","A","2015",1.8476790442494,
"LTU","TAXENV","TOT","PC_GDP","A","2016",1.9341958038452,
"LTU","TAXENV","MOTORVEH","PC_GDP","A","2015",0.084772579574,
"LTU","TAXENV","MOTORVEH","PC_GDP","A","2016",0.08700999055903,
"MYS","TAXENV","ENRG","PC_GDP","A","2015",0.00017275289669,
"MYS","TAXENV","OTH","PC_GDP","A","2015",0.00025910513722,
"MYS","TAXENV","TOT","PC_GDP","A","2015",0.22786107073285,
